31.10.2020	84056613	456	100015
31.10.2020	84056627	299	62737
31.10.2020	84056670	8822	18154
31.10.2020	84056671	5868	85621
31.10.2020	84056676	71	93981
31.10.2020	84056685	5112	82736
31.10.2020	84056696	6324	83569
31.10.2020	84056710	1477	54371
31.10.2020	84056711	1013	110961
31.10.2020	84056716	65	91146
31.10.2020	84056728	29	91491
31.10.2020	84056734	60	99004
31.10.2020	84056736	463	98766
31.10.2020	84056738	2752	101271
31.10.2020	84056739	760	89658
31.10.2020	84056742	2828	104891
31.10.2020	84056744	96	86481
31.10.2020	84056748	25	85128
31.10.2020	84056756	1078	91784
31.10.2020	84056763	21	79636
31.10.2020	84056764	8914	86318
31.10.2020	84056782	36	91833
31.10.2020	84056791	4293	103518
31.10.2020	84056801	5004	45731
31.10.2020	84056816	25	82048
31.10.2020	84056831	32903	78171
31.10.2020	84056850	19	84388
31.10.2020	84056851	19	83529
31.10.2020	84056854	16	86322
31.10.2020	84515056	0	21219
31.10.2020	84515287	224	15095
31.10.2020	84105978	537	9139
31.10.2020	84105174	7489	26177
31.10.2020	84105223	70	81474
31.10.2020	84105232	2261	27630
31.10.2020	84105248	22	49141
31.10.2020	84105258	2185	47599
31.10.2020	84105283	17758	53710
31.10.2020	84105286	9896	60824
31.10.2020	84105299	2271	63399
31.10.2020	84105301	29	79215
31.10.2020	84105315	48	61058
31.10.2020	84105316	155	63331
31.10.2020	84105320	41	70785
31.10.2020	84105321	47	72306
31.10.2020	84105322	421	44590
31.10.2020	84105331	2548	28180
31.10.2020	84105333	2564	48894
31.10.2020	84105334	12	77075
31.10.2020	84105340	626	97231
31.10.2020	84105349	1422	73980
31.10.2020	84105354	110	92746
31.10.2020	84105355	15353	81875
31.10.2020	84105356	7397	91079
31.10.2020	84105366	3662	80470
31.10.2020	84105370	4071	91789
31.10.2020	84105426	24	43957
31.10.2020	84105464	289	63261
31.10.2020	84105466	298	67318
31.10.2020	84105467	290	67137
31.10.2020	84105472	511	61575
31.10.2020	84105473	852	66941
31.10.2020	84105489	7	95196
31.10.2020	84105493	36374	56844
31.10.2020	84105557	169	103570
31.10.2020	84105677	3700	75575
